ball_x,ball_y,ball_vx,ball_vy,left_y,right_y,left_action,right_action,left_scored,right_scored
404.316,297.476,4.316,-2.524,260,260,0,0,0,0
408.632,294.951,4.316,-2.524,260,260,0,0,0,0
412.948,292.427,4.316,-2.524,260,260,0,0,0,0
417.264,289.903,4.316,-2.524,260,260,0,0,0,0
421.58,287.379,4.316,-2.524,260,260,0,0,0,0
425.896,284.854,4.316,-2.524,260,260,0,0,0,0
430.212,282.33,4.316,-2.524,260,260,0,0,0,0
434.528,279.806,4.316,-2.524,260,260,0,0,0,0
438.844,277.281,4.316,-2.524,260,260,0,0,0,0
443.16,274.757,4.316,-2.524,260,260,0,0,0,0
447.476,272.233,4.316,-2.524,260,260,0,0,0,0
451.792,269.709,4.316,-2.524,260,260,0,0,0,0
456.108,267.184,4.316,-2.524,260,260,0,0,0,0
460.424,264.66,4.316,-2.524,260,260,0,0,0,0
464.74,262.136,4.316,-2.524,260,260,0,0,0,0
469.056,259.612,4.316,-2.524,260,260,0,0,0,0
473.372,257.087,4.316,-2.524,260,260,0,0,0,0
477.688,254.563,4.316,-2.524,260,260,0,0,0,0
482.004,252.039,4.316,-2.524,260,260,0,0,0,0
486.32,249.514,4.316,-2.524,260,260,0,0,0,0
490.636,246.99,4.316,-2.524,260,260,0,0,0,0
494.952,244.466,4.316,-2.524,260,260,0,0,0,0
499.268,241.942,4.316,-2.524,260,260,0,0,0,0
503.584,239.417,4.316,-2.524,260,260,0,0,0,0
507.9,236.893,4.316,-2.524,260,260,0,0,0,0
512.216,234.369,4.316,-2.524,260,260,0,0,0,0
516.533,231.844,4.316,-2.524,260,260,0,0,0,0
520.849,229.32,4.316,-2.524,260,260,0,0,0,0
525.165,226.796,4.316,-2.524,260,260,0,0,0,0
529.481,224.272,4.316,-2.524,260,260,0,0,0,0
533.797,221.747,4.316,-2.524,260,260,0,0,0,0
538.113,219.223,4.316,-2.524,260,260,0,0,0,0
542.429,216.699,4.316,-2.524,260,260,0,0,0,0
546.745,214.175,4.316,-2.524,260,260,0,0,0,0
551.061,211.65,4.316,-2.524,260,260,0,0,0,0
555.377,209.126,4.316,-2.524,260,260,0,0,0,0
559.693,206.602,4.316,-2.524,260,260,0,0,0,0
564.009,204.077,4.316,-2.524,260,260,0,0,0,0
568.325,201.553,4.316,-2.524,260,260,0,0,0,0
572.641,199.029,4.316,-2.524,260,260,0,0,0,0
576.957,196.505,4.316,-2.524,260,260,0,0,0,0
581.273,193.98,4.316,-2.524,260,260,0,0,0,0
585.589,191.456,4.316,-2.524,260,260,0,0,0,0
589.905,188.932,4.316,-2.524,255,260,-1,0,0,0
594.221,186.407,4.316,-2.524,250,260,-1,0,0,0
598.537,183.883,4.316,-2.524,245,260,-1,0,0,0
602.853,181.359,4.316,-2.524,240,260,-1,0,0,0
607.169,178.835,4.316,-2.524,235,260,-1,0,0,0
611.485,176.31,4.316,-2.524,230,260,-1,0,0,0
615.801,173.786,4.316,-2.524,225,260,-1,0,0,0
620.117,171.262,4.316,-2.524,220,260,-1,0,0,0
624.433,168.738,4.316,-2.524,215,260,-1,0,0,0
628.749,166.213,4.316,-2.524,210,260,-1,0,0,0
633.065,163.689,4.316,-2.524,205,260,-1,0,0,0
637.381,161.165,4.316,-2.524,200,260,-1,0,0,0
641.697,158.64,4.316,-2.524,195,260,-1,0,0,0
646.013,156.116,4.316,-2.524,190,260,-1,0,0,0
650.329,153.592,4.316,-2.524,185,260,-1,0,0,0
654.645,151.068,4.316,-2.524,180,260,-1,0,0,0
658.961,148.543,4.316,-2.524,175,260,-1,0,0,0
663.277,146.019,4.316,-2.524,170,260,-1,0,0,0
667.593,143.495,4.316,-2.524,165,260,-1,0,0,0
671.909,140.97,4.316,-2.524,160,260,-1,0,0,0
676.225,138.446,4.316,-2.524,155,260,-1,0,0,0
680.541,135.922,4.316,-2.524,150,260,-1,0,0,0
684.857,133.398,4.316,-2.524,145,260,-1,0,0,0
689.173,130.873,4.316,-2.524,140,255,-1,-1,0,0
693.489,128.349,4.316,-2.524,135,250,-1,-1,0,0
697.805,125.825,4.316,-2.524,130,245,-1,-1,0,0
702.121,123.301,4.316,-2.524,125,240,-1,-1,0,0
706.437,120.776,4.316,-2.524,120,235,-1,-1,0,0
710.753,118.252,4.316,-2.524,115,230,-1,-1,0,0
715.069,115.728,4.316,-2.524,110,225,-1,-1,0,0
719.385,113.203,4.316,-2.524,105,220,-1,-1,0,0
723.701,110.679,4.316,-2.524,105,220,0,0,0,0
728.017,108.155,4.316,-2.524,105,220,0,0,0,0
732.333,105.631,4.316,-2.524,105,220,0,0,0,0
736.649,103.106,4.316,-2.524,105,220,0,0,0,0
740.966,100.582,4.316,-2.524,105,220,0,0,0,0
745.282,98.058,4.316,-2.524,105,220,0,0,0,0
749.598,95.533,4.316,-2.524,105,220,0,0,0,0
753.914,93.009,4.316,-2.524,105,220,0,0,0,0
758.23,90.485,4.316,-2.524,105,220,0,0,0,0
762.546,87.961,4.316,-2.524,105,220,0,0,0,0
766.862,85.436,4.316,-2.524,105,220,0,0,0,0
771.178,82.912,4.316,-2.524,105,220,0,0,0,0
775.494,80.388,4.316,-2.524,105,220,0,0,0,0
779.81,77.864,4.316,-2.524,105,220,0,0,0,0
784.126,75.339,4.316,-2.524,105,220,0,0,0,0
788.442,72.815,4.316,-2.524,105,220,0,0,0,0
792.758,70.291,4.316,-2.524,105,220,0,0,0,0
797.074,67.766,4.316,-2.524,105,220,0,0,0,0
801.39,65.242,4.316,-2.524,105,220,0,0,0,0
805.706,62.718,4.316,-2.524,105,220,0,0,0,0
400.0,300.0,-4.499,2.182,105,220,0,0,1,0
395.501,302.182,-4.499,2.182,110,220,1,0,0,0
391.002,304.364,-4.499,2.182,115,220,1,0,0,0
386.503,306.545,-4.499,2.182,120,220,1,0,0,0
382.005,308.727,-4.499,2.182,125,220,1,0,0,0
377.506,310.909,-4.499,2.182,130,220,1,0,0,0
373.007,313.091,-4.499,2.182,135,220,1,0,0,0
368.508,315.273,-4.499,2.182,140,220,1,0,0,0
364.009,317.455,-4.499,2.182,145,220,1,0,0,0
359.51,319.636,-4.499,2.182,150,220,1,0,0,0
355.011,321.818,-4.499,2.182,155,220,1,0,0,0
350.513,324.0,-4.499,2.182,160,220,1,0,0,0
346.014,326.182,-4.499,2.182,165,220,1,0,0,0
341.515,328.364,-4.499,2.182,170,220,1,0,0,0
337.016,330.545,-4.499,2.182,175,220,1,0,0,0
332.517,332.727,-4.499,2.182,180,220,1,0,0,0
328.018,334.909,-4.499,2.182,185,220,1,0,0,0
323.52,337.091,-4.499,2.182,190,220,1,0,0,0
319.021,339.273,-4.499,2.182,195,220,1,0,0,0
314.522,341.455,-4.499,2.182,200,220,1,0,0,0
310.023,343.636,-4.499,2.182,205,220,1,0,0,0
305.524,345.818,-4.499,2.182,210,220,1,0,0,0
301.025,348.0,-4.499,2.182,215,220,1,0,0,0
296.526,350.182,-4.499,2.182,220,220,1,0,0,0
292.028,352.364,-4.499,2.182,225,220,1,0,0,0
287.529,354.545,-4.499,2.182,230,220,1,0,0,0
283.03,356.727,-4.499,2.182,235,220,1,0,0,0
278.531,358.909,-4.499,2.182,240,220,1,0,0,0
274.032,361.091,-4.499,2.182,245,220,1,0,0,0
269.533,363.273,-4.499,2.182,250,220,1,0,0,0
265.034,365.455,-4.499,2.182,255,220,1,0,0,0
260.536,367.636,-4.499,2.182,260,220,1,0,0,0
256.037,369.818,-4.499,2.182,265,220,1,0,0,0
251.538,372.0,-4.499,2.182,270,220,1,0,0,0
247.039,374.182,-4.499,2.182,275,220,1,0,0,0
242.54,376.364,-4.499,2.182,280,220,1,0,0,0
238.041,378.545,-4.499,2.182,285,220,1,0,0,0
233.542,380.727,-4.499,2.182,290,220,1,0,0,0
229.044,382.909,-4.499,2.182,295,220,1,0,0,0
224.545,385.091,-4.499,2.182,300,220,1,0,0,0
220.046,387.273,-4.499,2.182,305,220,1,0,0,0
215.547,389.454,-4.499,2.182,310,220,1,0,0,0
211.048,391.636,-4.499,2.182,315,220,1,0,0,0
206.549,393.818,-4.499,2.182,320,220,1,0,0,0
202.05,396.0,-4.499,2.182,325,220,1,0,0,0
197.552,398.182,-4.499,2.182,330,220,1,0,0,0
193.053,400.364,-4.499,2.182,335,220,1,0,0,0
188.554,402.545,-4.499,2.182,340,220,1,0,0,0
184.055,404.727,-4.499,2.182,345,220,1,0,0,0
179.556,406.909,-4.499,2.182,350,220,1,0,0,0
175.057,409.091,-4.499,2.182,355,220,1,0,0,0
170.559,411.273,-4.499,2.182,360,220,1,0,0,0
166.06,413.454,-4.499,2.182,365,220,1,0,0,0
161.561,415.636,-4.499,2.182,370,220,1,0,0,0
157.062,417.818,-4.499,2.182,375,220,1,0,0,0
152.563,420.0,-4.499,2.182,380,220,1,0,0,0
148.064,422.182,-4.499,2.182,385,220,1,0,0,0
143.565,424.364,-4.499,2.182,390,220,1,0,0,0
139.067,426.545,-4.499,2.182,395,220,1,0,0,0
134.568,428.727,-4.499,2.182,400,220,1,0,0,0
130.069,430.909,-4.499,2.182,405,220,1,0,0,0
125.57,433.091,-4.499,2.182,410,220,1,0,0,0
121.071,435.273,-4.499,2.182,410,220,0,0,0,0
116.572,437.454,-4.499,2.182,410,220,0,0,0,0
112.073,439.636,-4.499,2.182,410,220,0,0,0,0
107.575,441.818,-4.499,2.182,410,220,0,0,0,0
103.076,444.0,-4.499,2.182,410,220,0,0,0,0
98.577,446.182,-4.499,2.182,410,220,0,0,0,0
94.078,448.364,-4.499,2.182,410,220,0,0,0,0
89.579,450.545,-4.499,2.182,410,220,0,0,0,0
85.08,452.727,-4.499,2.182,410,220,0,0,0,0
80.581,454.909,-4.499,2.182,410,220,0,0,0,0
76.083,457.091,-4.499,2.182,410,220,0,0,0,0
71.584,459.273,-4.499,2.182,415,220,1,0,0,0
