ball_x,ball_y,ball_vx,ball_vy,left_y,right_y,left_action,right_action,left_scored,right_scored
403.604,303.465,3.604,3.465,260,260,0,0,0,0
407.209,306.93,3.604,3.465,260,260,0,0,0,0
410.813,310.396,3.604,3.465,260,260,0,0,0,0
414.418,313.861,3.604,3.465,260,260,0,0,0,0
418.022,317.326,3.604,3.465,260,260,0,0,0,0
421.627,320.791,3.604,3.465,260,260,0,0,0,0
425.231,324.257,3.604,3.465,260,260,0,0,0,0
428.836,327.722,3.604,3.465,260,260,0,0,0,0
432.44,331.187,3.604,3.465,260,260,0,0,0,0
436.045,334.652,3.604,3.465,260,260,0,0,0,0
439.649,338.117,3.604,3.465,260,260,0,0,0,0
443.254,341.583,3.604,3.465,260,260,0,0,0,0
446.858,345.048,3.604,3.465,260,260,0,0,0,0
450.463,348.513,3.604,3.465,260,260,0,0,0,0
454.067,351.978,3.604,3.465,260,260,0,0,0,0
457.672,355.444,3.604,3.465,260,260,0,0,0,0
461.276,358.909,3.604,3.465,260,260,0,0,0,0
464.881,362.374,3.604,3.465,260,260,0,0,0,0
468.485,365.839,3.604,3.465,260,260,0,0,0,0
472.089,369.304,3.604,3.465,260,260,0,0,0,0
475.694,372.77,3.604,3.465,260,260,0,0,0,0
479.298,376.235,3.604,3.465,260,260,0,0,0,0
482.903,379.7,3.604,3.465,260,260,0,0,0,0
486.507,383.165,3.604,3.465,260,260,0,0,0,0
490.112,386.631,3.604,3.465,260,260,0,0,0,0
493.716,390.096,3.604,3.465,260,260,0,0,0,0
497.321,393.561,3.604,3.465,260,260,0,0,0,0
500.925,397.026,3.604,3.465,260,260,0,0,0,0
504.53,400.491,3.604,3.465,260,260,0,0,0,0
508.134,403.957,3.604,3.465,260,260,0,0,0,0
511.739,407.422,3.604,3.465,260,260,0,0,0,0
515.343,410.887,3.604,3.465,260,260,0,0,0,0
518.948,414.352,3.604,3.465,260,260,0,0,0,0
522.552,417.818,3.604,3.465,260,260,0,0,0,0
526.157,421.283,3.604,3.465,260,260,0,0,0,0
529.761,424.748,3.604,3.465,260,255,0,-1,0,0
533.366,428.213,3.604,3.465,260,250,0,-1,0,0
536.97,431.678,3.604,3.465,260,245,0,-1,0,0
540.574,435.144,3.604,3.465,260,245,0,0,0,0
544.179,438.609,3.604,3.465,260,245,0,0,0,0
547.783,442.074,3.604,3.465,260,245,0,0,0,0
551.388,445.539,3.604,3.465,260,245,0,0,0,0
554.992,449.005,3.604,3.465,260,245,0,0,0,0
558.597,452.47,3.604,3.465,260,250,0,1,0,0
562.201,455.935,3.604,3.465,260,255,0,1,0,0
565.806,459.4,3.604,3.465,260,260,0,1,0,0
569.41,462.865,3.604,3.465,260,265,0,1,0,0
573.015,466.331,3.604,3.465,260,270,0,1,0,0
576.619,469.796,3.604,3.465,260,275,0,1,0,0
580.224,473.261,3.604,3.465,260,280,0,1,0,0
583.828,476.726,3.604,3.465,260,285,0,1,0,0
587.433,480.192,3.604,3.465,260,290,0,1,0,0
591.037,483.657,3.604,3.465,260,295,0,1,0,0
594.642,487.122,3.604,3.465,260,300,0,1,0,0
598.246,490.587,3.604,3.465,260,305,0,1,0,0
601.851,494.052,3.604,3.465,260,310,0,1,0,0
605.455,497.518,3.604,3.465,260,315,0,1,0,0
609.059,500.983,3.604,3.465,260,320,0,1,0,0
612.664,504.448,3.604,3.465,260,325,0,1,0,0
616.268,507.913,3.604,3.465,260,330,0,1,0,0
619.873,511.379,3.604,3.465,260,335,0,1,0,0
623.477,514.844,3.604,3.465,260,340,0,1,0,0
627.082,518.309,3.604,3.465,260,345,0,1,0,0
630.686,521.774,3.604,3.465,260,350,0,1,0,0
634.291,525.239,3.604,3.465,260,355,0,1,0,0
637.895,528.705,3.604,3.465,260,360,0,1,0,0
641.5,532.17,3.604,3.465,260,365,0,1,0,0
645.104,535.635,3.604,3.465,260,370,0,1,0,0
648.709,539.1,3.604,3.465,265,375,1,1,0,0
652.313,542.566,3.604,3.465,270,380,1,1,0,0
655.918,546.031,3.604,3.465,275,385,1,1,0,0
659.522,549.496,3.604,3.465,280,390,1,1,0,0
663.127,552.961,3.604,3.465,285,395,1,1,0,0
666.731,556.426,3.604,3.465,290,400,1,1,0,0
670.336,559.892,3.604,3.465,295,405,1,1,0,0
673.94,563.357,3.604,3.465,300,410,1,1,0,0
677.544,566.822,3.604,3.465,305,415,1,1,0,0
681.149,570.287,3.604,3.465,310,420,1,1,0,0
684.753,573.753,3.604,3.465,315,425,1,1,0,0
688.358,577.218,3.604,3.465,320,430,1,1,0,0
691.962,580.683,3.604,3.465,325,435,1,1,0,0
695.567,584.148,3.604,3.465,330,440,1,1,0,0
699.171,587.613,3.604,3.465,335,445,1,1,0,0
702.776,591.079,3.604,3.465,340,450,1,1,0,0
706.38,594.0,3.604,-3.465,345,455,1,1,0,0
709.985,590.535,3.604,-3.465,350,460,1,1,0,0
713.589,587.07,3.604,-3.465,355,465,1,1,0,0
717.194,583.604,3.604,-3.465,360,470,1,1,0,0
720.798,580.139,3.604,-3.465,365,475,1,1,0,0
724.403,576.674,3.604,-3.465,370,480,1,1,0,0
728.007,573.209,3.604,-3.465,375,485,1,1,0,0
731.612,569.743,3.604,-3.465,380,490,1,1,0,0
735.216,566.278,3.604,-3.465,385,495,1,1,0,0
738.821,562.813,3.604,-3.465,390,500,1,1,0,0
742.425,559.348,3.604,-3.465,395,505,1,1,0,0
746.029,555.883,3.604,-3.465,400,510,1,1,0,0
749.634,552.417,3.604,-3.465,405,515,1,1,0,0
751.0,548.952,-5.08,-1.512,410,520,1,1,0,0
745.92,547.44,-5.08,-1.512,415,520,1,1,0,0
740.84,545.929,-5.08,-1.512,420,520,1,1,0,0
735.76,544.417,-5.08,-1.512,425,520,1,1,0,0
730.681,542.905,-5.08,-1.512,425,520,0,1,0,0
725.601,541.394,-5.08,-1.512,425,520,0,1,0,0
720.521,539.882,-5.08,-1.512,425,520,0,0,0,0
715.441,538.371,-5.08,-1.512,425,520,0,0,0,0
710.361,536.859,-5.08,-1.512,425,520,0,0,0,0
705.281,535.347,-5.08,-1.512,420,520,-1,0,0,0
700.201,533.836,-5.08,-1.512,415,520,-1,0,0,0
695.122,532.324,-5.08,-1.512,410,515,-1,-1,0,0
690.042,530.812,-5.08,-1.512,405,510,-1,-1,0,0
684.962,529.301,-5.08,-1.512,400,505,-1,-1,0,0
679.882,527.789,-5.08,-1.512,395,500,-1,-1,0,0
674.802,526.277,-5.08,-1.512,390,495,-1,-1,0,0
669.722,524.766,-5.08,-1.512,385,490,-1,-1,0,0
664.642,523.254,-5.08,-1.512,380,485,-1,-1,0,0
659.563,521.742,-5.08,-1.512,375,480,-1,-1,0,0
654.483,520.231,-5.08,-1.512,370,475,-1,-1,0,0
649.403,518.719,-5.08,-1.512,365,470,-1,-1,0,0
644.323,517.207,-5.08,-1.512,360,465,-1,-1,0,0
639.243,515.696,-5.08,-1.512,355,460,-1,-1,0,0
634.163,514.184,-5.08,-1.512,350,455,-1,-1,0,0
629.084,512.672,-5.08,-1.512,345,450,-1,-1,0,0
624.004,511.161,-5.08,-1.512,340,445,-1,-1,0,0
618.924,509.649,-5.08,-1.512,335,440,-1,-1,0,0
613.844,508.137,-5.08,-1.512,330,435,-1,-1,0,0
608.764,506.626,-5.08,-1.512,330,435,0,0,0,0
603.684,505.114,-5.08,-1.512,330,435,0,0,0,0
598.604,503.603,-5.08,-1.512,330,435,0,0,0,0
593.525,502.091,-5.08,-1.512,330,435,0,0,0,0
588.445,500.579,-5.08,-1.512,330,435,0,0,0,0
583.365,499.068,-5.08,-1.512,330,435,0,0,0,0
578.285,497.556,-5.08,-1.512,330,435,0,0,0,0
573.205,496.044,-5.08,-1.512,330,435,0,0,0,0
568.125,494.533,-5.08,-1.512,330,435,0,0,0,0
563.045,493.021,-5.08,-1.512,335,435,1,0,0,0
557.966,491.509,-5.08,-1.512,340,435,1,0,0,0
552.886,489.998,-5.08,-1.512,345,435,1,0,0,0
547.806,488.486,-5.08,-1.512,350,435,1,0,0,0
542.726,486.974,-5.08,-1.512,355,435,1,0,0,0
537.646,485.463,-5.08,-1.512,360,435,1,0,0,0
532.566,483.951,-5.08,-1.512,365,435,1,0,0,0
527.486,482.439,-5.08,-1.512,370,435,1,0,0,0
522.407,480.928,-5.08,-1.512,375,435,1,0,0,0
517.327,479.416,-5.08,-1.512,375,435,0,0,0,0
512.247,477.904,-5.08,-1.512,375,435,0,0,0,0
507.167,476.393,-5.08,-1.512,375,435,0,0,0,0
502.087,474.881,-5.08,-1.512,375,435,0,0,0,0
497.007,473.369,-5.08,-1.512,375,435,0,0,0,0
491.927,471.858,-5.08,-1.512,375,435,0,0,0,0
486.848,470.346,-5.08,-1.512,375,435,0,0,0,0
481.768,468.835,-5.08,-1.512,375,435,0,0,0,0
476.688,467.323,-5.08,-1.512,375,435,0,0,0,0
471.608,465.811,-5.08,-1.512,375,435,0,0,0,0
466.528,464.3,-5.08,-1.512,375,435,0,0,0,0
461.448,462.788,-5.08,-1.512,375,435,0,0,0,0
456.369,461.276,-5.08,-1.512,375,435,0,0,0,0
451.289,459.765,-5.08,-1.512,375,435,0,0,0,0
446.209,458.253,-5.08,-1.512,375,435,0,0,0,0
441.129,456.741,-5.08,-1.512,375,435,0,0,0,0
436.049,455.23,-5.08,-1.512,375,435,0,0,0,0
430.969,453.718,-5.08,-1.512,380,435,1,0,0,0
425.889,452.206,-5.08,-1.512,385,435,1,0,0,0
420.81,450.695,-5.08,-1.512,390,435,1,0,0,0
415.73,449.183,-5.08,-1.512,395,435,1,0,0,0
410.65,447.671,-5.08,-1.512,400,435,1,0,0,0
405.57,446.16,-5.08,-1.512,405,435,1,0,0,0
400.49,444.648,-5.08,-1.512,410,435,1,0,0,0
395.41,443.136,-5.08,-1.512,415,435,1,0,0,0
390.33,441.625,-5.08,-1.512,420,435,1,0,0,0
385.251,440.113,-5.08,-1.512,420,435,0,0,0,0
380.171,438.601,-5.08,-1.512,420,430,0,-1,0,0
375.091,437.09,-5.08,-1.512,420,425,0,-1,0,0
370.011,435.578,-5.08,-1.512,420,420,0,-1,0,0
364.931,434.067,-5.08,-1.512,420,415,0,-1,0,0
359.851,432.555,-5.08,-1.512,420,410,0,-1,0,0
354.771,431.043,-5.08,-1.512,420,405,0,-1,0,0
349.692,429.532,-5.08,-1.512,420,400,0,-1,0,0
344.612,428.02,-5.08,-1.512,420,395,0,-1,0,0
339.532,426.508,-5.08,-1.512,420,395,0,0,0,0
334.452,424.997,-5.08,-1.512,420,395,0,0,0,0
329.372,423.485,-5.08,-1.512,420,395,0,0,0,0
324.292,421.973,-5.08,-1.512,420,395,0,0,0,0
319.212,420.462,-5.08,-1.512,420,395,0,0,0,0
314.133,418.95,-5.08,-1.512,420,395,0,0,0,0
309.053,417.438,-5.08,-1.512,420,395,0,0,0,0
303.973,415.927,-5.08,-1.512,420,395,0,0,0,0
298.893,414.415,-5.08,-1.512,420,395,0,0,0,0
293.813,412.903,-5.08,-1.512,420,395,0,0,0,0
288.733,411.392,-5.08,-1.512,420,395,0,0,0,0
283.654,409.88,-5.08,-1.512,415,395,-1,0,0,0
278.574,408.368,-5.08,-1.512,410,395,-1,0,0,0
273.494,406.857,-5.08,-1.512,405,395,-1,0,0,0
268.414,405.345,-5.08,-1.512,400,395,-1,0,0,0
263.334,403.833,-5.08,-1.512,395,395,-1,0,0,0
258.254,402.322,-5.08,-1.512,390,395,-1,0,0,0
253.174,400.81,-5.08,-1.512,385,395,-1,0,0,0
248.095,399.299,-5.08,-1.512,380,395,-1,0,0,0
243.015,397.787,-5.08,-1.512,375,395,-1,0,0,0
237.935,396.275,-5.08,-1.512,370,395,-1,0,0,0
232.855,394.764,-5.08,-1.512,365,395,-1,0,0,0
227.775,393.252,-5.08,-1.512,360,395,-1,0,0,0
222.695,391.74,-5.08,-1.512,355,395,-1,0,0,0
217.615,390.229,-5.08,-1.512,350,395,-1,0,0,0
212.536,388.717,-5.08,-1.512,345,395,-1,0,0,0
207.456,387.205,-5.08,-1.512,340,395,-1,0,0,0
202.376,385.694,-5.08,-1.512,335,395,-1,0,0,0
197.296,384.182,-5.08,-1.512,335,395,0,0,0,0
192.216,382.67,-5.08,-1.512,335,395,0,0,0,0
187.136,381.159,-5.08,-1.512,335,395,0,0,0,0
182.056,379.647,-5.08,-1.512,335,395,0,0,0,0
176.977,378.135,-5.08,-1.512,335,395,0,0,0,0
171.897,376.624,-5.08,-1.512,335,395,0,0,0,0
166.817,375.112,-5.08,-1.512,335,395,0,0,0,0
161.737,373.6,-5.08,-1.512,335,395,0,0,0,0
156.657,372.089,-5.08,-1.512,335,395,0,0,0,0
151.577,370.577,-5.08,-1.512,335,395,0,0,0,0
146.497,369.065,-5.08,-1.512,335,395,0,0,0,0
141.418,367.554,-5.08,-1.512,335,395,0,0,0,0
136.338,366.042,-5.08,-1.512,335,395,0,0,0,0
131.258,364.531,-5.08,-1.512,335,395,0,0,0,0
126.178,363.019,-5.08,-1.512,335,395,0,0,0,0
121.098,361.507,-5.08,-1.512,335,395,0,0,0,0
116.018,359.996,-5.08,-1.512,335,395,0,0,0,0
110.939,358.484,-5.08,-1.512,335,395,0,0,0,0
105.859,356.972,-5.08,-1.512,335,395,0,0,0,0
