ball_x,ball_y,ball_vx,ball_vy,left_y,right_y,left_action,right_action,left_scored,right_scored
404.999,300.077,4.999,0.077,260,260,0,0,0,0
409.999,300.154,4.999,0.077,260,260,0,0,0,0
414.998,300.23,4.999,0.077,260,260,0,0,0,0
419.998,300.307,4.999,0.077,260,260,0,0,0,0
424.997,300.384,4.999,0.077,260,260,0,0,0,0
429.996,300.461,4.999,0.077,260,260,0,0,0,0
434.996,300.537,4.999,0.077,260,260,0,0,0,0
439.995,300.614,4.999,0.077,260,260,0,0,0,0
444.995,300.691,4.999,0.077,260,260,0,0,0,0
449.994,300.768,4.999,0.077,260,260,0,0,0,0
454.994,300.844,4.999,0.077,260,260,0,0,0,0
459.993,300.921,4.999,0.077,260,260,0,0,0,0
464.992,300.998,4.999,0.077,260,260,0,0,0,0
469.992,301.075,4.999,0.077,260,260,0,0,0,0
474.991,301.152,4.999,0.077,260,260,0,0,0,0
479.991,301.228,4.999,0.077,260,260,0,0,0,0
484.99,301.305,4.999,0.077,260,260,0,0,0,0
489.989,301.382,4.999,0.077,260,260,0,0,0,0
494.989,301.459,4.999,0.077,260,260,0,0,0,0
499.988,301.535,4.999,0.077,260,260,0,0,0,0
504.988,301.612,4.999,0.077,260,260,0,0,0,0
509.987,301.689,4.999,0.077,260,260,0,0,0,0
514.986,301.766,4.999,0.077,260,260,0,0,0,0
519.986,301.842,4.999,0.077,260,260,0,0,0,0
524.985,301.919,4.999,0.077,260,260,0,0,0,0
529.985,301.996,4.999,0.077,260,260,0,0,0,0
534.984,302.073,4.999,0.077,260,260,0,0,0,0
539.983,302.15,4.999,0.077,260,260,0,0,0,0
544.983,302.226,4.999,0.077,260,260,0,0,0,0
549.982,302.303,4.999,0.077,260,260,0,0,0,0
554.982,302.38,4.999,0.077,260,260,0,0,0,0
559.981,302.457,4.999,0.077,260,260,0,0,0,0
564.981,302.533,4.999,0.077,260,260,0,0,0,0
569.98,302.61,4.999,0.077,260,260,0,0,0,0
574.979,302.687,4.999,0.077,260,260,0,0,0,0
579.979,302.764,4.999,0.077,260,260,0,0,0,0
584.978,302.84,4.999,0.077,260,260,0,0,0,0
589.978,302.917,4.999,0.077,260,260,0,0,0,0
594.977,302.994,4.999,0.077,260,260,0,0,0,0
599.976,303.071,4.999,0.077,260,260,0,0,0,0
604.976,303.147,4.999,0.077,260,260,0,0,0,0
609.975,303.224,4.999,0.077,260,260,0,0,0,0
614.975,303.301,4.999,0.077,260,260,0,0,0,0
619.974,303.378,4.999,0.077,260,260,0,0,0,0
624.973,303.455,4.999,0.077,260,260,0,0,0,0
629.973,303.531,4.999,0.077,260,260,0,0,0,0
634.972,303.608,4.999,0.077,260,260,0,0,0,0
639.972,303.685,4.999,0.077,260,260,0,0,0,0
644.971,303.762,4.999,0.077,260,260,0,0,0,0
649.971,303.838,4.999,0.077,260,260,0,0,0,0
654.97,303.915,4.999,0.077,260,260,0,0,0,0
659.969,303.992,4.999,0.077,260,260,0,0,0,0
664.969,304.069,4.999,0.077,260,260,0,0,0,0
669.968,304.145,4.999,0.077,260,260,0,0,0,0
674.968,304.222,4.999,0.077,260,260,0,0,0,0
679.967,304.299,4.999,0.077,260,260,0,0,0,0
684.966,304.376,4.999,0.077,260,260,0,0,0,0
689.966,304.453,4.999,0.077,260,260,0,0,0,0
694.965,304.529,4.999,0.077,260,260,0,0,0,0
699.965,304.606,4.999,0.077,260,260,0,0,0,0
704.964,304.683,4.999,0.077,260,260,0,0,0,0
709.963,304.76,4.999,0.077,260,260,0,0,0,0
714.963,304.836,4.999,0.077,260,260,0,0,0,0
719.962,304.913,4.999,0.077,260,260,0,0,0,0
724.962,304.99,4.999,0.077,260,260,0,0,0,0
729.961,305.067,4.999,0.077,260,260,0,0,0,0
734.961,305.143,4.999,0.077,260,260,0,0,0,0
739.96,305.22,4.999,0.077,260,260,0,0,0,0
744.959,305.297,4.999,0.077,260,260,0,0,0,0
749.959,305.374,4.999,0.077,260,260,0,0,0,0
751.0,305.451,-5.246,0.754,260,260,0,0,0,0
745.754,306.204,-5.246,0.754,260,260,0,0,0,0
740.508,306.958,-5.246,0.754,260,260,0,0,0,0
735.262,307.712,-5.246,0.754,260,260,0,0,0,0
730.015,308.465,-5.246,0.754,260,260,0,0,0,0
724.769,309.219,-5.246,0.754,260,260,0,0,0,0
719.523,309.973,-5.246,0.754,260,260,0,0,0,0
714.277,310.727,-5.246,0.754,260,260,0,0,0,0
709.031,311.48,-5.246,0.754,260,260,0,0,0,0
703.785,312.234,-5.246,0.754,260,260,0,0,0,0
698.539,312.988,-5.246,0.754,260,260,0,0,0,0
693.293,313.741,-5.246,0.754,260,260,0,0,0,0
688.046,314.495,-5.246,0.754,260,260,0,0,0,0
682.8,315.249,-5.246,0.754,260,260,0,0,0,0
677.554,316.003,-5.246,0.754,260,260,0,0,0,0
672.308,316.756,-5.246,0.754,260,260,0,0,0,0
667.062,317.51,-5.246,0.754,260,260,0,0,0,0
661.816,318.264,-5.246,0.754,260,260,0,0,0,0
656.57,319.018,-5.246,0.754,260,260,0,0,0,0
651.323,319.771,-5.246,0.754,260,260,0,0,0,0
646.077,320.525,-5.246,0.754,260,260,0,0,0,0
640.831,321.279,-5.246,0.754,260,260,0,0,0,0
635.585,322.032,-5.246,0.754,260,260,0,0,0,0
630.339,322.786,-5.246,0.754,260,260,0,0,0,0
625.093,323.54,-5.246,0.754,260,260,0,0,0,0
619.847,324.294,-5.246,0.754,260,260,0,0,0,0
614.601,325.047,-5.246,0.754,260,260,0,0,0,0
609.354,325.801,-5.246,0.754,260,260,0,0,0,0
604.108,326.555,-5.246,0.754,260,260,0,0,0,0
598.862,327.308,-5.246,0.754,260,260,0,0,0,0
593.616,328.062,-5.246,0.754,260,260,0,0,0,0
588.37,328.816,-5.246,0.754,260,260,0,0,0,0
583.124,329.57,-5.246,0.754,260,260,0,0,0,0
577.878,330.323,-5.246,0.754,260,260,0,0,0,0
572.631,331.077,-5.246,0.754,260,260,0,0,0,0
567.385,331.831,-5.246,0.754,260,260,0,0,0,0
562.139,332.584,-5.246,0.754,260,260,0,0,0,0
556.893,333.338,-5.246,0.754,260,260,0,0,0,0
551.647,334.092,-5.246,0.754,260,255,0,-1,0,0
546.401,334.846,-5.246,0.754,260,250,0,-1,0,0
541.155,335.599,-5.246,0.754,260,245,0,-1,0,0
535.909,336.353,-5.246,0.754,265,240,1,-1,0,0
530.662,337.107,-5.246,0.754,270,235,1,-1,0,0
525.416,337.86,-5.246,0.754,275,230,1,-1,0,0
520.17,338.614,-5.246,0.754,280,225,1,-1,0,0
514.924,339.368,-5.246,0.754,285,220,1,-1,0,0
509.678,340.122,-5.246,0.754,290,215,1,-1,0,0
504.432,340.875,-5.246,0.754,295,210,1,-1,0,0
499.186,341.629,-5.246,0.754,300,210,1,0,0,0
493.94,342.383,-5.246,0.754,305,210,1,0,0,0
488.693,343.137,-5.246,0.754,310,210,1,0,0,0
483.447,343.89,-5.246,0.754,315,210,1,0,0,0
478.201,344.644,-5.246,0.754,320,210,1,0,0,0
472.955,345.398,-5.246,0.754,325,210,1,0,0,0
467.709,346.151,-5.246,0.754,330,210,1,0,0,0
462.463,346.905,-5.246,0.754,335,210,1,0,0,0
457.217,347.659,-5.246,0.754,340,210,1,0,0,0
451.97,348.413,-5.246,0.754,340,210,0,0,0,0
446.724,349.166,-5.246,0.754,340,210,0,0,0,0
441.478,349.92,-5.246,0.754,340,210,0,0,0,0
436.232,350.674,-5.246,0.754,340,210,0,0,0,0
430.986,351.427,-5.246,0.754,340,210,0,0,0,0
425.74,352.181,-5.246,0.754,340,210,0,0,0,0
420.494,352.935,-5.246,0.754,340,210,0,0,0,0
415.248,353.689,-5.246,0.754,340,210,0,0,0,0
410.001,354.442,-5.246,0.754,340,210,0,0,0,0
404.755,355.196,-5.246,0.754,340,210,0,0,0,0
399.509,355.95,-5.246,0.754,340,210,0,0,0,0
394.263,356.703,-5.246,0.754,340,210,0,0,0,0
389.017,357.457,-5.246,0.754,340,210,0,0,0,0
383.771,358.211,-5.246,0.754,340,210,0,0,0,0
378.525,358.965,-5.246,0.754,340,210,0,0,0,0
373.278,359.718,-5.246,0.754,340,210,0,0,0,0
368.032,360.472,-5.246,0.754,340,215,0,1,0,0
362.786,361.226,-5.246,0.754,340,220,0,1,0,0
357.54,361.98,-5.246,0.754,340,225,0,1,0,0
352.294,362.733,-5.246,0.754,340,230,0,1,0,0
347.048,363.487,-5.246,0.754,340,235,0,1,0,0
341.802,364.241,-5.246,0.754,340,240,0,1,0,0
336.556,364.994,-5.246,0.754,340,245,0,1,0,0
331.309,365.748,-5.246,0.754,340,250,0,1,0,0
326.063,366.502,-5.246,0.754,340,255,0,1,0,0
320.817,367.256,-5.246,0.754,340,260,0,1,0,0
