ball_x,ball_y,ball_vx,ball_vy,left_y,right_y,left_action,right_action,left_scored,right_scored
404.624,301.901,4.624,1.901,260,260,0,0,0,0
409.249,303.802,4.624,1.901,260,260,0,0,0,0
413.873,305.703,4.624,1.901,260,260,0,0,0,0
418.498,307.605,4.624,1.901,260,260,0,0,0,0
423.122,309.506,4.624,1.901,260,260,0,0,0,0
427.747,311.407,4.624,1.901,260,260,0,0,0,0
432.371,313.308,4.624,1.901,260,260,0,0,0,0
436.996,315.209,4.624,1.901,260,260,0,0,0,0
441.62,317.11,4.624,1.901,260,260,0,0,0,0
446.245,319.012,4.624,1.901,260,260,0,0,0,0
450.869,320.913,4.624,1.901,260,260,0,0,0,0
455.493,322.814,4.624,1.901,260,260,0,0,0,0
460.118,324.715,4.624,1.901,260,260,0,0,0,0
464.742,326.616,4.624,1.901,260,260,0,0,0,0
469.367,328.517,4.624,1.901,260,260,0,0,0,0
473.991,330.419,4.624,1.901,260,260,0,0,0,0
478.616,332.32,4.624,1.901,260,260,0,0,0,0
483.24,334.221,4.624,1.901,260,260,0,0,0,0
487.865,336.122,4.624,1.901,260,260,0,0,0,0
492.489,338.023,4.624,1.901,260,260,0,0,0,0
497.114,339.924,4.624,1.901,260,260,0,0,0,0
501.738,341.825,4.624,1.901,260,260,0,0,0,0
506.363,343.727,4.624,1.901,260,260,0,0,0,0
510.987,345.628,4.624,1.901,260,260,0,0,0,0
515.611,347.529,4.624,1.901,260,260,0,0,0,0
520.236,349.43,4.624,1.901,260,260,0,0,0,0
524.86,351.331,4.624,1.901,260,260,0,0,0,0
529.485,353.232,4.624,1.901,260,260,0,0,0,0
534.109,355.134,4.624,1.901,260,260,0,0,0,0
538.734,357.035,4.624,1.901,260,260,0,0,0,0
543.358,358.936,4.624,1.901,260,260,0,0,0,0
547.983,360.837,4.624,1.901,260,260,0,0,0,0
552.607,362.738,4.624,1.901,260,260,0,0,0,0
557.232,364.639,4.624,1.901,260,260,0,0,0,0
561.856,366.541,4.624,1.901,260,260,0,0,0,0
566.48,368.442,4.624,1.901,260,260,0,0,0,0
571.105,370.343,4.624,1.901,260,260,0,0,0,0
575.729,372.244,4.624,1.901,260,260,0,0,0,0
580.354,374.145,4.624,1.901,260,260,0,0,0,0
584.978,376.046,4.624,1.901,260,260,0,0,0,0
589.603,377.947,4.624,1.901,260,260,0,0,0,0
594.227,379.849,4.624,1.901,265,260,1,0,0,0
598.852,381.75,4.624,1.901,270,260,1,0,0,0
603.476,383.651,4.624,1.901,275,260,1,0,0,0
608.101,385.552,4.624,1.901,280,260,1,0,0,0
612.725,387.453,4.624,1.901,285,260,1,0,0,0
617.349,389.354,4.624,1.901,290,260,1,0,0,0
621.974,391.256,4.624,1.901,295,260,1,0,0,0
626.598,393.157,4.624,1.901,300,260,1,0,0,0
631.223,395.058,4.624,1.901,305,260,1,0,0,0
635.847,396.959,4.624,1.901,310,260,1,0,0,0
640.472,398.86,4.624,1.901,315,260,1,0,0,0
645.096,400.761,4.624,1.901,320,265,1,1,0,0
649.721,402.662,4.624,1.901,325,270,1,1,0,0
654.345,404.564,4.624,1.901,330,275,1,1,0,0
658.97,406.465,4.624,1.901,335,280,1,1,0,0
663.594,408.366,4.624,1.901,340,285,1,1,0,0
668.218,410.267,4.624,1.901,345,290,1,1,0,0
672.843,412.168,4.624,1.901,350,295,1,1,0,0
677.467,414.069,4.624,1.901,355,300,1,1,0,0
682.092,415.971,4.624,1.901,355,305,0,1,0,0
686.716,417.872,4.624,1.901,355,310,0,1,0,0
691.341,419.773,4.624,1.901,355,315,0,1,0,0
695.965,421.674,4.624,1.901,355,320,0,1,0,0
700.59,423.575,4.624,1.901,355,325,0,1,0,0
705.214,425.476,4.624,1.901,355,330,0,1,0,0
709.839,427.378,4.624,1.901,355,335,0,1,0,0
714.463,429.279,4.624,1.901,355,340,0,1,0,0
719.088,431.18,4.624,1.901,355,345,0,1,0,0
723.712,433.081,4.624,1.901,355,350,0,1,0,0
728.336,434.982,4.624,1.901,355,355,0,1,0,0
732.961,436.883,4.624,1.901,355,360,0,1,0,0
737.585,438.784,4.624,1.901,355,365,0,1,0,0
742.21,440.686,4.624,1.901,355,370,0,1,0,0
746.834,442.587,4.624,1.901,360,375,1,1,0,0
